t_rel,cgroup_bytes,kernel_rss,kernel_pss,claude_rss,claude_pss,health_observed,health_claude_rss,health_kernel_rss,health_service_rss,health_pending,health_admission
31.649,3389620224,15699968,13908992,277614592,275727360,293314560,277614592,15699968,293314560,1,allow
32.160,3389431808,15699968,13908992,277680128,275731456,293380096,277680128,15699968,293380096,1,allow
32.667,3389583360,15699968,13908992,277680128,275735552,293380096,277680128,15699968,293380096,1,allow
33.174,3375984640,15699968,13908992,277737472,275747840,293437440,277737472,15699968,293437440,1,allow
33.680,3376099328,15699968,13908992,277737472,275772416,293437440,277737472,15699968,293437440,1,allow
34.186,3376009216,15699968,13908992,277651456,275776512,293351424,277651456,15699968,293351424,1,allow
34.693,3376099328,15699968,13908992,277770240,275940352,293470208,277770240,15699968,293470208,1,allow
35.199,3376685056,15699968,13908992,277770240,275805184,293470208,277770240,15699968,293470208,1,allow
35.705,3376877568,15699968,13908992,278163456,276280320,293863424,278163456,15699968,293863424,1,allow
36.211,3376603136,15699968,13913088,277823488,275784704,293523456,277823488,15699968,293523456,1,allow
36.718,3376254976,15699968,13913088,277921792,275940352,293621760,277921792,15699968,293621760,1,allow
37.225,3376029696,15699968,13913088,277782528,275821568,293482496,277782528,15699968,293482496,1,allow
37.731,3376132096,15699968,13913088,277934080,275964928,293634048,277934080,15699968,293634048,1,allow
38.239,3376115712,15699968,13913088,277790720,275854336,293490688,277790720,15699968,293490688,1,allow
38.745,3376422912,15699968,13913088,277893120,275981312,293593088,277893120,15699968,293593088,1,allow
39.251,3376627712,15699968,13913088,277753856,275846144,293453824,277753856,15699968,293453824,1,allow
39.757,3377078272,15699968,13913088,278147072,276243456,293847040,278147072,15699968,293847040,1,allow
40.264,3376553984,15699968,13913088,277757952,275837952,293457920,277757952,15699968,293457920,1,allow
40.769,3389452288,15699968,13913088,277991424,276079616,293691392,277991424,15699968,293691392,1,allow
41.275,3389210624,15699968,13913088,277991424,276083712,293691392,277991424,15699968,293691392,1,allow
41.781,3389288448,15699968,13913088,278126592,276124672,293826560,278126592,15699968,293826560,1,allow
42.287,3389341696,15699968,13913088,278126592,276104192,293826560,278126592,15699968,293826560,1,allow
42.794,3376340992,15699968,13913088,277975040,276100096,293675008,277975040,15699968,293675008,1,allow
43.300,3376336896,15699968,13913088,277975040,276104192,293675008,277975040,15699968,293675008,1,allow
43.806,3377246208,15699968,13913088,277975040,276132864,293675008,277975040,15699968,293675008,1,allow
44.312,3376533504,15699968,13913088,278102016,276186112,293801984,278102016,15699968,293801984,1,allow
44.818,3389464576,15699968,13913088,278122496,276202496,293822464,278122496,15699968,293822464,1,allow
45.324,3389530112,15699968,13913088,278122496,276186112,293822464,278122496,15699968,293822464,1,allow
45.831,3389616128,15699968,13913088,278122496,276202496,293822464,278122496,15699968,293822464,1,allow
46.337,3389390848,15699968,13913088,278122496,276214784,293822464,278122496,15699968,293822464,1,allow
46.843,3376603136,15699968,13913088,278175744,276214784,293875712,278175744,15699968,293875712,1,allow
47.349,3376619520,15699968,13913088,278175744,276227072,293875712,278175744,15699968,293875712,1,allow
47.855,3376459776,15699968,13913088,278175744,276235264,293875712,278175744,15699968,293875712,1,allow
48.361,3376754688,15699968,13913088,278175744,276255744,293875712,278175744,15699968,293875712,1,allow
48.867,3376553984,15699968,13913088,278155264,276243456,293855232,278155264,15699968,293855232,1,allow
49.373,3376738304,15699968,13913088,278155264,276251648,293855232,278155264,15699968,293855232,1,allow
49.880,3389489152,15699968,13913088,278212608,276272128,293912576,278212608,15699968,293912576,1,allow
50.386,3389677568,15699968,13913088,278212608,276276224,293912576,278212608,15699968,293912576,1,allow
50.892,3389800448,15699968,13913088,278171648,276304896,293871616,278171648,15699968,293871616,1,allow
51.398,3376984064,15699968,13913088,278171648,276308992,293871616,278171648,15699968,293871616,1,allow
51.904,3376754688,15699968,13913088,278183936,276292608,293883904,278183936,15699968,293883904,1,allow
52.410,3376951296,15699968,13913088,278183936,276304896,293883904,278183936,15699968,293883904,1,allow
52.916,3376869376,15699968,13913088,278265856,276325376,293965824,278265856,15699968,293965824,1,allow
53.422,3376828416,15699968,13913088,278265856,276329472,293965824,278265856,15699968,293965824,1,allow
53.928,3376922624,15699968,13913088,278159360,276325376,293859328,278159360,15699968,293859328,1,allow
54.434,3376848896,15699968,13913088,278159360,276329472,293859328,278159360,15699968,293859328,1,allow
54.941,3376697344,15699968,13913088,278278144,276337664,293978112,278278144,15699968,293978112,1,allow
55.447,3376898048,15699968,13913088,278278144,276333568,293978112,278278144,15699968,293978112,1,allow
55.953,3376635904,15699968,13913088,278302720,276349952,294002688,278302720,15699968,294002688,1,allow
56.460,3376799744,15699968,13913088,278302720,276358144,294002688,278302720,15699968,294002688,1,allow
56.966,3376791552,15699968,13913088,278421504,276362240,294121472,278421504,15699968,294121472,1,allow
57.472,3389681664,15699968,13913088,278282240,276366336,293982208,278282240,15699968,293982208,1,allow
57.982,3389636608,15699968,13913088,278286336,276378624,293986304,278286336,15699968,293986304,1,allow
58.488,3389927424,15699968,13913088,278286336,276370432,293986304,278286336,15699968,293986304,1,allow
58.994,3389689856,15699968,13913088,278282240,276374528,293982208,278282240,15699968,293982208,1,allow
59.500,3376861184,15699968,13913088,278282240,276378624,293982208,278282240,15699968,293982208,1,allow
60.006,3376893952,15699968,13913088,278261760,276395008,293961728,278261760,15699968,293961728,1,allow
60.512,3376951296,15699968,13913088,278261760,276403200,293961728,278261760,15699968,293961728,1,allow
61.018,3376889856,15699968,13913088,278245376,276403200,293945344,278245376,15699968,293945344,1,allow
61.524,3376656384,15699968,13913088,278376448,276415488,294076416,278376448,15699968,294076416,1,allow
62.030,3376926720,15699968,13913088,278282240,276431872,293982208,278282240,15699968,293982208,1,allow
62.537,3376996352,15699968,13917184,278282240,276427776,293982208,278282240,15699968,293982208,1,allow
63.043,3376955392,15699968,13917184,278425600,276435968,294125568,278425600,15699968,294125568,1,allow
63.549,3376979968,15699968,13921280,278425600,276521984,294125568,278425600,15699968,294125568,1,allow
64.055,3377033216,15699968,13921280,278339584,276485120,294039552,278339584,15699968,294039552,1,allow
64.561,3378671616,15699968,13921280,278339584,276485120,294039552,278339584,15699968,294039552,1,allow
65.067,3378843648,15699968,13921280,278429696,276542464,294129664,278429696,15699968,294129664,1,allow
65.573,3377917952,15699968,13921280,278429696,276542464,294129664,278429696,15699968,294129664,1,allow
66.079,3377684480,15699968,13921280,278515712,276546560,294215680,278515712,15699968,294215680,1,allow
66.585,3390439424,15699968,13921280,278515712,276546560,294215680,278515712,15699968,294215680,1,allow
67.091,3390758912,15699968,13921280,278470656,276558848,294170624,278470656,15699968,294170624,1,allow
67.597,3378868224,15699968,13921280,279691264,277726208,295391232,279691264,15699968,295391232,0,allow
68.333,3379077120,15699968,13921280,279556096,277660672,295256064,279556096,15699968,295256064,0,allow
68.851,3379130368,15699968,13921280,279609344,277652480,295309312,279609344,15699968,295309312,0,allow
69.366,3379142656,15699968,13921280,279609344,277660672,295309312,279609344,15699968,295309312,0,allow
69.874,3379089408,15699968,13921280,279576576,277664768,295276544,279576576,15699968,295276544,0,allow
70.626,3379990528,15699968,13921280,279576576,277656576,295276544,279576576,15699968,295276544,0,allow
71.367,3380232192,15699968,13921280,279670784,277902336,295370752,279670784,15699968,295370752,0,allow
71.883,3382460416,15699968,13921280,283041792,281048064,298741760,283041792,15699968,298741760,0,allow
72.388,3382288384,15699968,13921280,283033600,280892416,298733568,283033600,15699968,298733568,0,allow
72.899,3383246848,15699968,13921280,282976256,280900608,298676224,282976256,15699968,298676224,0,allow
73.618,3382566912,15831040,13974528,283389952,281207808,299220992,283389952,15831040,299220992,1,allow
74.124,3382710272,15831040,13974528,283217920,281216000,299048960,283217920,15831040,299048960,1,allow
74.631,3397435392,15831040,13974528,285040640,283096064,300871680,285040640,15831040,300871680,1,allow
75.137,3397509120,15831040,13974528,284987392,282903552,300818432,284987392,15831040,300818432,1,allow
75.643,3397275648,15831040,13974528,284819456,282792960,300650496,284819456,15831040,300650496,1,allow
76.149,3384897536,15831040,13974528,285052928,283001856,300883968,285052928,15831040,300883968,1,allow
76.655,3384627200,15831040,13974528,285052928,282952704,300883968,285052928,15831040,300883968,1,allow
77.161,3384848384,15831040,13974528,285016064,283010048,300847104,285016064,15831040,300847104,1,allow
77.667,3384647680,15831040,13974528,285016064,283014144,300847104,285016064,15831040,300847104,1,allow
78.173,3385331712,15831040,13974528,285122560,283022336,300953600,285122560,15831040,300953600,1,allow
78.679,3385466880,15831040,13974528,285122560,283014144,300953600,285122560,15831040,300953600,1,allow
79.185,3398610944,15831040,13974528,285360128,283436032,301191168,285360128,15831040,301191168,1,allow
79.694,3385192448,15831040,13974528,285229056,283325440,301060096,285229056,15831040,301060096,1,allow
80.201,3385057280,15831040,13974528,285306880,283337728,301137920,285306880,15831040,301137920,1,allow
80.707,3385163776,15831040,13974528,285306880,283337728,301137920,285306880,15831040,301137920,1,allow
81.213,3385331712,15831040,13974528,285294592,283350016,301125632,285294592,15831040,301125632,1,allow
81.719,3385196544,15831040,13974528,285294592,283341824,301125632,285294592,15831040,301125632,1,allow
82.226,3385110528,15831040,13974528,285364224,283358208,301195264,285364224,15831040,301195264,1,allow
82.732,3386871808,15831040,13974528,285364224,283366400,301195264,285364224,15831040,301195264,1,allow
83.238,3385180160,15831040,13974528,285343744,283370496,301174784,285343744,15831040,301174784,1,allow
83.745,3385589760,15831040,13974528,285343744,283370496,301174784,285343744,15831040,301174784,1,allow
84.251,3385733120,15831040,13974528,285446144,283374592,301277184,285446144,15831040,301277184,1,allow
84.757,3398799360,15831040,13974528,285446144,283370496,301277184,285446144,15831040,301277184,1,allow
85.263,3398643712,15831040,13974528,285413376,283370496,301244416,285413376,15831040,301244416,1,allow
85.770,3385073664,15831040,13974528,285413376,283386880,301244416,285413376,15831040,301244416,1,allow
86.276,3385221120,15831040,13974528,285405184,283386880,301236224,285405184,15831040,301236224,1,allow
86.782,3385356288,15831040,13974528,285405184,283390976,301236224,285405184,15831040,301236224,1,allow
87.289,3384987648,15831040,13974528,285495296,283419648,301326336,285495296,15831040,301326336,1,allow
87.795,3385081856,15831040,13974528,285495296,283407360,301326336,285495296,15831040,301326336,1,allow
88.301,3385798656,15831040,13974528,285458432,283427840,301289472,285458432,15831040,301289472,1,allow
88.808,3385769984,15831040,13974528,285458432,283411456,301289472,285458432,15831040,301289472,1,allow
89.314,3385708544,15831040,13974528,285458432,283444224,301289472,285458432,15831040,301289472,1,allow
89.820,3398221824,15831040,13974528,285458432,283452416,301289472,285458432,15831040,301289472,1,allow
90.326,3398275072,15831040,13974528,285564928,283464704,301395968,285564928,15831040,301395968,1,allow
90.833,3398373376,15831040,13974528,285622272,283612160,301453312,285622272,15831040,301453312,1,allow
91.339,3398287360,15831040,13974528,285483008,283505664,301314048,285483008,15831040,301314048,1,allow
91.861,3385335808,15831040,13974528,285614080,283628544,301445120,285614080,15831040,301445120,1,allow
92.368,3385069568,15831040,13974528,285478912,283505664,301309952,285478912,15831040,301309952,1,allow
92.874,3385282560,15831040,13974528,285474816,283509760,301305856,285474816,15831040,301305856,1,allow
93.380,3385917440,15831040,13974528,285474816,283509760,301305856,285474816,15831040,301305856,1,allow
93.888,3386126336,15831040,13974528,285577216,283563008,301408256,285577216,15831040,301408256,1,allow
94.394,3398922240,15831040,13982720,285446144,283476992,301277184,285446144,15831040,301277184,1,allow
94.900,3385274368,15831040,13982720,285585408,283497472,301416448,285585408,15831040,301416448,1,allow
95.420,3385634816,15831040,13982720,285585408,283489280,301416448,285585408,15831040,301416448,1,allow
95.926,3385843712,15831040,13982720,285954048,283837440,301785088,285954048,15831040,301785088,1,allow
96.432,3385532416,15831040,13982720,285822976,283739136,301654016,285822976,15831040,301654016,1,allow
96.938,3385839616,15831040,13982720,285724672,283804672,301555712,285724672,15831040,301555712,1,allow
97.444,3385851904,15831040,13982720,285724672,283812864,301555712,285724672,15831040,301555712,1,allow
97.955,3386818560,15831040,13982720,285982720,283829248,301813760,285982720,15831040,301813760,1,allow
98.461,3386556416,15831040,13982720,285982720,283816960,301813760,285982720,15831040,301813760,1,allow
98.967,3386126336,15831040,13982720,285798400,283833344,301629440,285798400,15831040,301629440,1,allow
99.473,3386519552,15831040,13982720,285798400,283816960,301629440,285798400,15831040,301629440,1,allow
99.980,3386384384,15831040,13982720,285831168,283833344,301662208,285831168,15831040,301662208,1,allow
100.485,3398541312,15831040,13982720,285831168,283825152,301662208,285831168,15831040,301662208,1,allow
100.991,3398627328,15831040,13982720,285941760,283845632,301772800,285941760,15831040,301772800,1,allow
101.497,3399114752,15831040,13982720,285999104,284107776,301830144,285999104,15831040,301830144,1,allow
102.004,3398782976,15831040,13982720,285978624,284054528,301809664,285978624,15831040,301809664,1,allow
102.510,3399024640,15831040,13982720,285978624,284070912,301809664,285978624,15831040,301809664,1,allow
103.016,3398787072,15831040,13982720,286044160,284091392,301875200,286044160,15831040,301875200,1,allow
103.522,3386245120,15831040,13982720,286044160,284075008,301875200,286044160,15831040,301875200,1,allow
104.028,3386007552,15831040,13982720,286048256,284079104,301879296,286048256,15831040,301879296,1,allow
104.534,3386040320,15831040,13982720,286048256,284075008,301879296,286048256,15831040,301879296,1,allow
105.040,3386134528,15831040,13982720,286158848,284087296,301989888,286158848,15831040,301989888,1,allow
105.546,3387293696,15831040,13982720,286289920,284414976,302120960,286289920,15831040,302120960,1,allow
106.052,3389214720,15831040,13982720,286494720,284451840,302325760,286494720,15831040,302325760,1,allow
106.558,3386900480,15831040,13982720,286494720,284349440,302325760,286494720,15831040,302325760,1,allow
107.064,3387092992,15831040,13982720,286437376,284349440,302268416,286437376,15831040,302268416,1,allow
107.570,3386761216,15831040,13982720,286437376,284337152,302268416,286437376,15831040,302268416,1,allow
108.077,3400085504,15831040,13982720,286302208,284353536,302133248,286302208,15831040,302133248,1,allow
108.584,3400097792,15831040,13982720,286433280,284349440,302264320,286433280,15831040,302264320,1,allow
109.090,3386552320,15831040,13982720,286466048,284369920,302297088,286466048,15831040,302297088,1,allow
109.596,3386441728,15831040,13982720,286466048,284357632,302297088,286466048,15831040,302297088,1,allow
110.103,3386437632,15831040,13982720,286359552,284369920,302190592,286359552,15831040,302190592,1,allow
110.611,3386314752,15831040,13982720,286359552,284357632,302190592,286359552,15831040,302190592,1,allow
111.118,3386298368,15831040,13982720,286404608,284406784,302235648,286404608,15831040,302235648,1,allow
111.624,3386568704,15831040,13982720,286404608,284406784,302235648,286404608,15831040,302235648,1,allow
112.131,3386359808,15831040,13982720,286453760,284468224,302284800,286453760,15831040,302284800,1,allow
112.638,3386462208,15831040,13982720,286453760,284460032,302284800,286453760,15831040,302284800,1,allow
113.144,3399303168,15831040,13982720,286482432,284488704,302313472,286482432,15831040,302313472,1,allow
113.651,3399471104,15831040,13982720,286482432,284480512,302313472,286482432,15831040,302313472,1,allow
114.158,3399475200,15831040,13982720,286564352,284488704,302395392,286564352,15831040,302395392,1,allow
114.664,3399233536,15831040,13982720,286564352,284488704,302395392,286564352,15831040,302395392,1,allow
115.170,3386634240,15831040,13982720,286453760,284533760,302284800,286453760,15831040,302284800,1,allow
115.676,3388358656,15831040,13982720,286453760,284541952,302284800,286453760,15831040,302284800,1,allow
116.182,3386490880,15831040,13982720,286687232,284558336,302518272,286687232,15831040,302518272,1,allow
116.688,3387052032,15831040,13982720,286687232,284562432,302518272,286687232,15831040,302518272,1,allow
117.195,3387117568,15831040,13982720,286457856,284578816,302288896,286457856,15831040,302288896,1,allow
117.701,3387183104,15831040,13982720,286457856,284574720,302288896,286457856,15831040,302288896,1,allow
118.207,3400290304,15831040,13982720,286588928,284578816,302419968,286588928,15831040,302419968,1,allow
118.714,3386781696,15831040,13982720,286666752,284689408,302497792,286666752,15831040,302497792,1,allow
119.220,3386966016,15831040,13982720,286613504,284689408,302444544,286613504,15831040,302444544,1,allow
