t_rel,cgroup_bytes,kernel_rss,kernel_pss,claude_rss,claude_pss,health_observed,health_claude_rss,health_kernel_rss,health_service_rss,health_pending,health_admission
11.692,3395903488,16355328,14389248,285069312,282845184,301424640,285069312,16355328,301424640,1,allow
12.205,3396345856,16355328,14389248,285200384,283140096,301555712,285200384,16355328,301555712,1,allow
12.715,3396034560,16355328,14389248,284880896,282853376,301236224,284880896,16355328,301236224,1,allow
13.229,3396870144,16355328,14389248,285143040,283103232,301498368,285143040,16355328,301498368,1,allow
13.736,3396083712,16355328,14389248,285011968,282853376,301367296,285011968,16355328,301367296,1,allow
14.242,3395940352,16355328,14389248,285134848,282853376,301490176,285134848,16355328,301490176,1,allow
14.749,3395940352,16355328,14389248,285134848,282853376,301490176,285134848,16355328,301490176,1,allow
15.255,3396132864,16355328,14389248,285073408,282853376,301428736,285073408,16355328,301428736,1,allow
15.762,3396059136,16355328,14389248,285073408,282861568,301428736,285073408,16355328,301428736,1,allow
16.269,3396009984,16355328,14389248,284938240,282873856,301293568,284938240,16355328,301293568,1,allow
16.776,3395969024,16355328,14389248,284938240,282890240,301293568,284938240,16355328,301293568,1,allow
17.283,3396165632,16355328,14389248,285200384,283168768,301555712,285200384,16355328,301555712,1,allow
17.790,3395895296,16355328,14389248,284934144,282890240,301289472,284934144,16355328,301289472,1,allow
18.296,3396096000,16355328,14389248,285065216,282890240,301420544,285065216,16355328,301420544,1,allow
18.803,3396087808,16355328,14389248,285065216,282890240,301420544,285065216,16355328,301420544,1,allow
19.309,3395960832,16355328,14389248,285044736,282890240,301400064,285044736,16355328,301400064,1,allow
19.816,3395928064,16355328,14389248,285044736,282890240,301400064,285044736,16355328,301400064,1,allow
20.323,3395833856,16355328,14389248,285036544,282894336,301391872,285036544,16355328,301391872,1,allow
20.829,3395825664,16355328,14389248,285036544,282894336,301391872,285036544,16355328,301391872,1,allow
21.335,3395665920,16355328,14389248,284987392,282828800,301342720,284987392,16355328,301342720,1,allow
21.842,3395657728,16355328,14389248,284987392,282828800,301342720,284987392,16355328,301342720,1,allow
22.348,3395866624,16355328,14389248,284979200,282836992,301334528,284979200,16355328,301334528,1,allow
22.854,3395817472,16355328,14389248,284979200,282836992,301334528,284979200,16355328,301334528,1,allow
23.361,3396055040,16355328,14389248,284979200,282841088,301334528,284979200,16355328,301334528,1,allow
23.867,3395878912,16355328,14389248,284979200,282841088,301334528,284979200,16355328,301334528,1,allow
24.373,3395821568,16355328,14389248,284975104,282841088,301330432,284975104,16355328,301330432,1,allow
24.879,3395768320,16355328,14389248,284975104,282841088,301330432,284975104,16355328,301330432,1,allow
25.386,3395977216,16355328,14389248,285106176,282841088,301461504,285106176,16355328,301461504,1,allow
25.892,3395874816,16355328,14389248,285106176,282845184,301461504,285106176,16355328,301461504,1,allow
26.398,3408785408,16355328,14389248,285106176,282845184,301461504,285106176,16355328,301461504,1,allow
26.904,3408658432,16355328,14389248,285106176,282845184,301461504,285106176,16355328,301461504,1,allow
27.410,3408797696,16355328,14389248,284966912,282849280,301322240,284966912,16355328,301322240,1,allow
27.916,3408789504,16355328,14389248,284966912,282849280,301322240,284966912,16355328,301322240,1,allow
28.423,3408953344,16355328,14389248,284946432,282849280,301301760,284946432,16355328,301301760,1,allow
28.931,3409137664,16355328,14389248,285208576,283013120,301563904,285208576,16355328,301563904,1,allow
29.437,3408969728,16355328,14389248,285040640,282914816,301395968,285040640,16355328,301395968,1,allow
29.944,3409162240,16355328,14389248,285040640,282914816,301395968,285040640,16355328,301395968,1,allow
30.450,3409002496,16355328,14389248,285130752,282927104,301486080,285130752,16355328,301486080,1,allow
30.956,3409141760,16355328,14389248,285130752,282927104,301486080,285130752,16355328,301486080,1,allow
31.463,3396243456,16355328,14389248,285233152,282927104,301588480,285233152,16355328,301588480,1,allow
31.969,3396206592,16355328,14389248,285102080,282935296,301457408,285102080,16355328,301457408,1,allow
32.476,3396132864,16355328,14389248,285102080,282935296,301457408,285102080,16355328,301457408,1,allow
32.982,3396366336,16355328,14389248,285102080,282951680,301457408,285102080,16355328,301457408,1,allow
33.488,3396300800,16355328,14389248,285077504,282951680,301432832,285077504,16355328,301432832,1,allow
33.995,3396235264,16355328,14389248,285196288,283172864,301551616,285196288,16355328,301551616,1,allow
34.501,3396157440,16355328,14389248,285327360,283176960,301682688,285327360,16355328,301682688,1,allow
35.008,3396149248,16355328,14389248,285192192,283176960,301547520,285192192,16355328,301547520,1,allow
35.515,3396546560,16355328,14389248,285184000,283181056,301539328,285184000,16355328,301539328,1,allow
36.022,3396517888,16355328,14389248,285184000,283185152,301539328,285184000,16355328,301539328,1,allow
36.528,3396403200,16355328,14389248,285306880,283185152,301662208,285306880,16355328,301662208,1,allow
37.035,3396382720,16355328,14389248,285306880,283185152,301662208,285306880,16355328,301662208,1,allow
37.541,3396321280,16355328,14389248,285302784,283189248,301658112,285302784,16355328,301658112,1,allow
38.048,3396313088,16355328,14389248,285302784,283193344,301658112,285302784,16355328,301658112,1,allow
38.554,3396415488,16355328,14389248,285155328,283197440,301510656,285155328,16355328,301510656,1,allow
39.061,3396108288,16355328,14389248,285286400,283197440,301641728,285286400,16355328,301641728,1,allow
39.568,3396534272,16355328,14389248,285270016,283201536,301625344,285270016,16355328,301625344,1,allow
40.076,3396722688,16355328,14389248,285532160,283521024,301887488,285532160,16355328,301887488,1,allow
40.590,3396628480,16355328,14389248,285523968,283529216,301879296,285523968,16355328,301879296,1,allow
41.101,3396620288,16355328,14389248,285523968,283529216,301879296,285523968,16355328,301879296,1,allow
41.612,3396784128,16355328,14389248,285650944,283533312,302006272,285650944,16355328,302006272,1,allow
42.118,3396771840,16355328,14389248,285650944,283533312,302006272,285650944,16355328,302006272,1,allow
42.624,3396665344,16355328,14389248,285642752,283537408,301998080,285642752,16355328,301998080,1,allow
43.129,3396657152,16355328,14389248,285642752,283537408,301998080,285642752,16355328,301998080,1,allow
43.635,3396845568,16355328,14389248,285638656,283541504,301993984,285638656,16355328,301993984,1,allow
44.145,3396845568,16355328,14389248,285638656,283545600,301993984,285638656,16355328,301993984,1,allow
44.651,3396730880,16355328,14389248,285503488,283549696,301858816,285503488,16355328,301858816,1,allow
45.156,3396730880,16355328,14389248,285503488,283549696,301858816,285503488,16355328,301858816,1,allow
45.662,3396853760,16355328,14389248,285618176,283545600,301973504,285618176,16355328,301973504,1,allow
46.168,3396853760,16355328,14389248,285618176,283561984,301973504,285618176,16355328,301973504,1,allow
46.674,3396702208,16355328,14389248,285618176,283574272,301973504,285618176,16355328,301973504,1,allow
47.181,3396702208,16355328,14389248,285618176,283578368,301973504,285618176,16355328,301973504,1,allow
47.687,3396591616,16355328,14389248,285618176,283582464,301973504,285618176,16355328,301973504,1,allow
48.193,3396575232,16355328,14389248,285618176,283582464,301973504,285618176,16355328,301973504,1,allow
48.699,3396751360,16355328,14389248,285696000,283582464,302051328,285696000,16355328,302051328,1,allow
49.205,3396751360,16355328,14389248,285564928,283582464,301920256,285564928,16355328,301920256,1,allow
49.710,3396595712,16355328,14389248,285696000,283516928,302051328,285696000,16355328,302051328,1,allow
50.216,3396587520,16355328,14389248,285696000,283529216,302051328,285696000,16355328,302051328,1,allow
50.722,3396734976,16355328,14389248,285523968,283533312,301879296,285523968,16355328,301879296,1,allow
51.228,3396734976,16355328,14389248,285523968,283533312,301879296,285523968,16355328,301879296,1,allow
51.734,3396616192,16355328,14389248,285519872,283533312,301875200,285519872,16355328,301875200,1,allow
52.239,3396603904,16355328,14389248,285519872,283533312,301875200,285519872,16355328,301875200,1,allow
52.745,3396739072,16355328,14389248,285515776,283545600,301871104,285515776,16355328,301871104,1,allow
53.251,3396710400,16355328,14389248,285646848,283549696,302002176,285646848,16355328,302002176,1,allow
53.757,3396632576,16355328,14389248,285589504,283549696,301944832,285589504,16355328,301944832,1,allow
54.263,3396632576,16355328,14389248,285589504,283549696,301944832,285589504,16355328,301944832,1,allow
54.768,3396472832,16355328,14389248,285585408,283549696,301940736,285585408,16355328,301940736,1,allow
55.274,3396722688,16355328,14389248,285585408,283553792,301940736,285585408,16355328,301940736,1,allow
55.780,3396677632,16355328,14389248,285573120,283566080,301928448,285573120,16355328,301928448,1,allow
56.286,3396665344,16355328,14389248,285704192,283570176,302059520,285704192,16355328,302059520,1,allow
56.792,3396587520,16355328,14389248,285569024,283570176,301924352,285569024,16355328,301924352,1,allow
57.298,3396837376,16355328,14389248,285831168,283852800,302186496,285831168,16355328,302186496,1,allow
57.804,3396755456,16355328,14389248,285700096,283582464,302055424,285700096,16355328,302055424,1,allow
58.309,3397005312,16355328,14389248,285962240,283848704,302317568,285962240,16355328,302317568,1,allow
58.815,3396677632,16355328,14389248,285696000,283598848,302051328,285696000,16355328,302051328,1,allow
59.321,3396673536,16355328,14389248,285696000,283602944,302051328,285696000,16355328,302051328,1,allow
59.827,3396861952,16355328,14389248,285696000,283602944,302051328,285696000,16355328,302051328,1,allow
60.332,3396796416,16355328,14389248,285671424,283602944,302026752,285671424,16355328,302026752,1,allow
60.841,3396730880,16355328,14389248,285671424,283668480,302026752,285671424,16355328,302026752,1,allow
61.346,3397009408,16355328,14389248,285667328,283668480,302022656,285667328,16355328,302022656,1,allow
61.852,3396812800,16355328,14389248,285667328,283680768,302022656,285667328,16355328,302022656,1,allow
62.358,3396820992,16355328,14389248,285655040,283684864,302010368,285655040,16355328,302010368,1,allow
62.863,3396718592,16355328,14389248,285786112,283684864,302141440,285786112,16355328,302141440,1,allow
63.369,3396739072,16355328,14389248,285650944,283684864,302006272,285650944,16355328,302006272,1,allow
63.875,3396644864,16355328,14389248,285782016,283684864,302137344,285782016,16355328,302137344,1,allow
64.380,3396767744,16355328,14389248,285642752,283684864,301998080,285642752,16355328,301998080,1,allow
64.886,3396816896,16355328,14389248,285773824,283688960,302129152,285773824,16355328,302129152,1,allow
65.392,3396800512,16355328,14389248,285716480,283697152,302071808,285716480,16355328,302071808,1,allow
65.898,3396771840,16355328,14389248,285716480,283697152,302071808,285716480,16355328,302071808,1,allow
66.404,3396771840,16355328,14389248,285847552,283697152,302202880,285847552,16355328,302202880,1,allow
66.910,3396673536,16355328,14389248,285847552,283697152,302202880,285847552,16355328,302202880,1,allow
67.415,3396681728,16355328,14389248,285847552,283701248,302202880,285847552,16355328,302202880,1,allow
67.922,3396612096,16355328,14389248,285847552,283717632,302202880,285847552,16355328,302202880,1,allow
68.428,3396829184,16355328,14389248,285843456,283717632,302198784,285843456,16355328,302198784,1,allow
68.933,3396759552,16355328,14389248,285843456,283717632,302198784,285843456,16355328,302198784,1,allow
69.443,3396739072,16355328,14389248,285929472,283725824,302284800,285929472,16355328,302284800,1,allow
69.950,3396673536,16355328,14389248,285798400,283725824,302153728,285798400,16355328,302153728,1,allow
70.456,3397005312,16355328,14389248,285798400,283725824,302153728,285798400,16355328,302153728,1,allow
70.961,3396902912,16355328,14389248,285798400,283738112,302153728,285798400,16355328,302153728,1,allow
71.467,3396956160,16355328,14389248,285790208,283738112,302145536,285790208,16355328,302145536,1,allow
71.974,3396796416,16355328,14389248,285790208,283750400,302145536,285790208,16355328,302145536,1,allow
72.480,3396857856,16355328,14389248,285921280,283860992,302276608,285921280,16355328,302276608,1,allow
72.986,3397005312,16355328,14389248,285921280,283873280,302276608,285921280,16355328,302276608,1,allow
73.492,3397009408,16355328,14389248,285917184,283865088,302272512,285917184,16355328,302272512,1,allow
73.998,3397664768,16355328,14389248,285917184,283873280,302272512,285917184,16355328,302272512,1,allow
74.504,3397619712,16355328,14389248,285917184,283865088,302272512,285917184,16355328,302272512,1,allow
75.010,3396902912,16355328,14389248,285917184,283877376,302272512,285917184,16355328,302272512,1,allow
75.515,3397029888,16355328,14389248,286044160,283897856,302399488,286044160,16355328,302399488,1,allow
76.021,3397181440,16355328,14389248,286044160,283906048,302399488,286044160,16355328,302399488,1,allow
76.527,3397169152,16355328,14389248,286044160,283901952,302399488,286044160,16355328,302399488,1,allow
77.034,3397091328,16355328,14389248,286044160,283922432,302399488,286044160,16355328,302399488,1,allow
77.540,3397038080,16355328,14389248,285888512,283914240,302243840,285888512,16355328,302243840,1,allow
78.046,3397210112,16355328,14389248,285888512,283914240,302243840,285888512,16355328,302243840,1,allow
78.552,3397292032,16355328,14389248,286019584,283922432,302374912,286019584,16355328,302374912,1,allow
79.058,3409211392,16355328,14389248,285208576,283099136,301563904,285208576,16355328,301563904,1,allow
79.564,3409154048,16355328,14389248,285208576,283099136,301563904,285208576,16355328,301563904,1,allow
80.070,3409231872,16355328,14389248,285073408,283099136,301428736,285073408,16355328,301428736,1,allow
80.575,3409244160,16355328,14389248,285069312,283111424,301424640,285069312,16355328,301424640,1,allow
81.082,3409039360,16355328,14389248,285069312,283111424,301424640,285069312,16355328,301424640,1,allow
81.588,3409469440,16355328,14389248,285179904,283131904,301535232,285179904,16355328,301535232,1,allow
82.094,3396472832,16355328,14389248,285179904,283131904,301535232,285179904,16355328,301535232,1,allow
82.600,3397214208,16355328,14389248,285310976,283168768,301666304,285310976,16355328,301666304,1,allow
83.106,3396964352,16355328,14389248,285310976,283168768,301666304,285310976,16355328,301666304,1,allow
83.612,3397136384,16355328,14389248,285163520,283172864,301518848,285163520,16355328,301518848,1,allow
84.118,3397038080,16355328,14389248,285163520,283181056,301518848,285163520,16355328,301518848,1,allow
84.624,3398721536,16355328,14389248,285294592,283213824,301649920,285294592,16355328,301649920,1,allow
85.130,3398500352,16355328,14389248,285294592,283205632,301649920,285294592,16355328,301649920,1,allow
85.635,3398606848,16355328,14389248,285278208,283283456,301633536,285278208,16355328,301633536,1,allow
86.141,3398918144,16355328,14389248,285278208,283279360,301633536,285278208,16355328,301633536,1,allow
86.647,3398778880,16355328,14389248,285278208,283295744,301633536,285278208,16355328,301633536,1,allow
87.153,3398590464,16355328,14389248,285278208,283279360,301633536,285278208,16355328,301633536,1,allow
87.659,3397001216,16355328,14389248,285278208,283283456,301633536,285278208,16355328,301633536,1,allow
88.164,3396689920,16355328,14389248,285278208,283283456,301633536,285278208,16355328,301633536,1,allow
88.670,3397013504,16355328,14389248,285270016,283283456,301625344,285270016,16355328,301625344,1,allow
89.176,3396866048,16355328,14389248,285270016,283287552,301625344,285270016,16355328,301625344,1,allow
89.682,3405885440,16355328,14389248,285401088,283287552,301756416,285401088,16355328,301756416,1,allow
90.189,3406008320,16355328,14389248,285401088,283287552,301756416,285401088,16355328,301756416,1,allow
90.695,3405926400,16355328,14389248,285392896,283283456,301748224,285392896,16355328,301748224,1,allow
91.201,3405774848,16355328,14389248,285392896,283291648,301748224,285392896,16355328,301748224,1,allow
91.707,3406012416,16355328,14389248,285392896,283291648,301748224,285392896,16355328,301748224,1,allow
92.213,3406237696,16355328,14389248,285392896,283299840,301748224,285392896,16355328,301748224,1,allow
92.718,3406131200,16355328,14389248,285257728,283299840,301613056,285257728,16355328,301613056,1,allow
93.224,3405766656,16355328,14389248,285257728,283299840,301613056,285257728,16355328,301613056,1,allow
93.731,3405746176,16355328,14389248,285388800,283299840,301744128,285388800,16355328,301744128,1,allow
94.237,3405905920,16355328,14389248,285388800,283308032,301744128,285388800,16355328,301744128,1,allow
94.743,3396591616,16355328,14389248,285372416,283308032,301727744,285372416,16355328,301727744,1,allow
95.250,3396517888,16355328,14389248,285372416,283312128,301727744,285372416,16355328,301727744,1,allow
95.756,3396493312,16355328,14389248,285368320,283312128,301723648,285368320,16355328,301723648,1,allow
96.264,3396702208,16355328,14389248,285368320,283312128,301723648,285368320,16355328,301723648,1,allow
96.770,3396710400,16355328,14389248,285364224,283320320,301719552,285364224,16355328,301719552,1,allow
97.277,3396624384,16355328,14389248,285364224,283336704,301719552,285364224,16355328,301719552,1,allow
97.783,3396706304,16355328,14389248,285364224,283344896,301719552,285364224,16355328,301719552,1,allow
98.290,3396632576,16355328,14389248,285364224,283348992,301719552,285364224,16355328,301719552,1,allow
98.796,3396599808,16355328,14389248,285364224,283348992,301719552,285364224,16355328,301719552,1,allow
99.303,3396538368,16355328,14389248,285364224,283353088,301719552,285364224,16355328,301719552,1,allow
99.809,3396935680,16355328,14405632,285495296,283488256,301850624,285495296,16355328,301850624,1,allow
100.315,3396739072,16355328,14405632,285495296,283385856,301850624,285495296,16355328,301850624,1,allow
100.821,3396698112,16355328,14405632,285487104,283385856,301842432,285487104,16355328,301842432,1,allow
101.328,3396902912,16355328,14405632,285487104,283389952,301842432,285487104,16355328,301842432,1,allow
101.834,3396902912,16355328,14405632,285347840,283389952,301703168,285347840,16355328,301703168,1,allow
102.340,3396689920,16355328,14405632,285347840,283389952,301703168,285347840,16355328,301703168,1,allow
102.847,3396681728,16355328,14405632,285474816,283394048,301830144,285474816,16355328,301830144,1,allow
103.353,3396575232,16355328,14405632,285474816,283394048,301830144,285474816,16355328,301830144,1,allow
103.860,3396575232,16355328,14405632,285474816,283394048,301830144,285474816,16355328,301830144,1,allow
104.366,3396509696,16355328,14405632,285474816,283394048,301830144,285474816,16355328,301830144,1,allow
