t_rel,cgroup_bytes,kernel_rss,kernel_pss,claude_rss,claude_pss,health_observed,health_claude_rss,health_kernel_rss
30.728,3330924544,15536128,13585408,271405056,269402112,3330924544,271405056,15536128
31.233,3331076096,15536128,13585408,271253504,269426688,3331076096,271253504,15536128
31.739,3331133440,15536128,13585408,271253504,269414400,3331133440,271253504,15536128
32.244,3331383296,15536128,13585408,271482880,269688832,3331383296,271482880,15536128
32.750,3331211264,15536128,13585408,271482880,269672448,3331211264,271482880,15536128
33.256,3331321856,15536128,13585408,271466496,269684736,3331321856,271466496,15536128
33.761,3331452928,15536128,13585408,271466496,269676544,3331452928,271466496,15536128
34.267,3331305472,15536128,13585408,271540224,269688832,3331305472,271540224,15536128
34.772,3331436544,15536128,13585408,271540224,269680640,3331436544,271540224,15536128
35.278,3331543040,15536128,13585408,271503360,269684736,3331543040,271503360,15536128
35.784,3331391488,15536128,13585408,271503360,269680640,3331391488,271503360,15536128
36.290,3331235840,15536128,13585408,271601664,269684736,3331235840,271601664,15536128
36.795,3331604480,15536128,13585408,271601664,269705216,3331604480,271601664,15536128
37.301,3331420160,15536128,13585408,271560704,269688832,3331420160,271560704,15536128
37.807,3331543040,15536128,13585408,271560704,269684736,3331543040,271560704,15536128
38.313,3331420160,15536128,13585408,271532032,269692928,3331420160,271532032,15536128
38.819,3331301376,15536128,13585408,271532032,269688832,3331301376,271532032,15536128
39.325,3331395584,15536128,13585408,271609856,269688832,3331395584,271609856,15536128
39.830,3331522560,15536128,13585408,271609856,269684736,3331522560,271609856,15536128
40.337,3331399680,15536128,13585408,271568896,269688832,3331399680,271568896,15536128
40.843,3331260416,15536128,13585408,271568896,269684736,3331260416,271568896,15536128
41.349,3331403776,15536128,13585408,271507456,269688832,3331403776,271507456,15536128
41.856,3330805760,15536128,13585408,270770176,268984320,3330805760,270770176,15536128
42.361,3330908160,15536128,13585408,270860288,268996608,3330908160,270860288,15536128
42.868,3330666496,15536128,13585408,270860288,269000704,3330666496,270860288,15536128
43.374,3330764800,15536128,13585408,270983168,268996608,3330764800,270983168,15536128
43.881,3330703360,15536128,13585408,270983168,269000704,3330703360,270983168,15536128
44.386,3330670592,15536128,13585408,270962688,268996608,3330670592,270962688,15536128
44.946,3330818048,15536128,13585408,270962688,268988416,3330818048,270962688,15536128
45.452,3330957312,15536128,13585408,270913536,268988416,3330957312,270913536,15536128
45.959,3330891776,15536128,13585408,270913536,268988416,3330891776,270913536,15536128
46.465,3331481600,15536128,13585408,270864384,268988416,3331481600,270864384,15536128
46.971,3330801664,15536128,13585408,270864384,268988416,3330801664,270864384,15536128
47.477,3330887680,15536128,13585408,270848000,268992512,3330887680,270848000,15536128
47.984,3361607680,15536128,13559808,270848000,268966912,3360034816,270848000,15536128
48.495,3388493824,15536128,13548544,270843904,268958720,3387707392,270843904,15536128
49.006,3460112384,15536128,13548544,270843904,268958720,3459325952,270843904,15536128
49.515,3486949376,15536128,13548544,270929920,268958720,3486687232,270929920,15536128
50.024,3518480384,15536128,13548544,270929920,268958720,3518480384,270929920,15536128
50.541,3560361984,15536128,13548544,270901248,268962816,3559051264,270901248,15536128
51.047,3625492480,15536128,13547520,270901248,268962816,3621036032,270901248,15536128
51.561,3684085760,15536128,13547520,270893056,268975104,3681988608,270893056,15536128
52.070,3662544896,15536128,13547520,270893056,268975104,3662544896,270893056,15536128
52.576,3677216768,15536128,13547520,270974976,269007872,3676954624,270974976,15536128
53.095,3691503616,15536128,13547520,270974976,269007872,3693195264,270974976,15536128
53.609,3696709632,15536128,13547520,270970880,269007872,3701633024,270970880,15536128
54.118,3641831424,15536128,13547520,272019456,270217216,3640807424,272019456,15536128
54.626,3384459264,15536128,13534208,271675392,269730816,3384467456,271675392,15536128
55.132,3385036800,15536128,13534208,271675392,269730816,3385036800,271675392,15536128
55.645,3478388736,15536128,13534208,271630336,269730816,3478388736,271630336,15536128
56.152,3384819712,15536128,13534208,271630336,269730816,3384819712,271630336,15536128
56.658,3384950784,15536128,13534208,271593472,269743104,3384950784,271593472,15536128
57.165,3385671680,15536128,13534208,271593472,269734912,3385671680,271593472,15536128
57.672,3345948672,15536128,13585408,271941632,269987840,3345948672,271941632,15536128
58.178,3345838080,15536128,13585408,271941632,269987840,3345838080,271941632,15536128
58.684,3358846976,15536128,13585408,271888384,269987840,3358846976,271888384,15536128
59.190,3358986240,15536128,13585408,271888384,269987840,3358986240,271888384,15536128
59.696,3345240064,15536128,13585408,271863808,269987840,3345240064,271863808,15536128
60.202,3345362944,15536128,13585408,271863808,269987840,3345362944,271863808,15536128
60.709,3345338368,15536128,13585408,271843328,269987840,3345338368,271843328,15536128
61.215,3345313792,15536128,13585408,271843328,269987840,3345313792,271843328,15536128
61.726,3345805312,15536128,13585408,272396288,270319616,3345805312,272396288,15536128
62.232,3346358272,15536128,13585408,272396288,270319616,3346358272,272396288,15536128
62.738,3347718144,15536128,13585408,272388096,270327808,3347718144,272388096,15536128
63.245,3345944576,15536128,13585408,272388096,270323712,3345944576,272388096,15536128
63.751,3355533312,15536128,13585408,272322560,270323712,3355533312,272322560,15536128
64.258,3355529216,15536128,13585408,272322560,270327808,3355529216,272322560,15536128
64.764,3355369472,15536128,13585408,272302080,270323712,3355369472,272302080,15536128
65.271,3355713536,15536128,13585408,272302080,270327808,3355189248,272302080,15536128
65.777,3352604672,15536128,13585408,272371712,270327808,3352604672,272371712,15536128
66.284,3352813568,15536128,13585408,272502784,270721024,3352813568,272502784,15536128
66.791,3352326144,15536128,13585408,272220160,270327808,3352326144,272220160,15536128
67.300,3352858624,15536128,13585408,272482304,270745600,3352858624,272482304,15536128
67.807,3352322048,15536128,13585408,272179200,270327808,3352322048,272179200,15536128
68.317,3352502272,15536128,13585408,272572416,270733312,3352502272,272572416,15536128
68.823,3352244224,15536128,13585408,272261120,270348288,3352244224,272261120,15536128
69.329,3352457216,15536128,13585408,272523264,270761984,3352457216,272523264,15536128
69.835,3352203264,15536128,13585408,272224256,270356480,3352203264,272224256,15536128
70.342,3352457216,15536128,13585408,272617472,270745600,3352457216,272617472,15536128
70.848,3352186880,15536128,13585408,272297984,270344192,3352203264,272297984,15536128
71.354,3351003136,15536128,13585408,271306752,269316096,3351003136,271306752,15536128
71.860,3351367680,15536128,13585408,271306752,269307904,3351367680,271306752,15536128
72.367,3351089152,15536128,13585408,271265792,269352960,3351089152,271265792,15536128
72.873,3351191552,15536128,13585408,271265792,269344768,3351191552,271265792,15536128
73.379,3351207936,15536128,13585408,271237120,269344768,3351207936,271237120,15536128
73.885,3348156416,15536128,13585408,271237120,269348864,3348156416,271237120,15536128
74.392,3348234240,15536128,13585408,271192064,269348864,3348242432,271192064,15536128
74.899,3348041728,15536128,13585408,271192064,269352960,3348041728,271192064,15536128
75.405,3348062208,15536128,13585408,271298560,269344768,3348066304,271298560,15536128
75.912,3348111360,15536128,13585408,271429632,269570048,3348111360,271429632,15536128
76.418,3348049920,15536128,13585408,271396864,269561856,3348049920,271396864,15536128
76.926,3348852736,15536128,13585408,271527936,269578240,3348852736,271527936,15536128
77.433,3347968000,15536128,13585408,271642624,269570048,3347968000,271642624,15536128
77.939,3361218560,15536128,13585408,271642624,269565952,3361218560,271642624,15536128
78.445,3361148928,15536128,13585408,271474688,269574144,3361148928,271474688,15536128
78.951,3361280000,15536128,13585408,271605760,269565952,3361280000,271605760,15536128
79.458,3348111360,15536128,13585408,271601664,269565952,3348111360,271601664,15536128
79.964,3348037632,15536128,13585408,271601664,269561856,3348037632,271601664,15536128
80.470,3348566016,15536128,13585408,271417344,269561856,3348566016,271417344,15536128
80.976,3348783104,15536128,13585408,271548416,269565952,3348783104,271548416,15536128
81.483,3348787200,15536128,13585408,271507456,269565952,3348787200,271507456,15536128
81.990,3348312064,15536128,13585408,271507456,269565952,3348312064,271507456,15536128
82.496,3361042432,15536128,13585408,271478784,269565952,3361124352,271478784,15536128
83.002,3395956736,15536128,13548544,271478784,269531136,3395170304,271478784,15536128
83.524,3430150144,15536128,13548544,271470592,269531136,3426742272,271470592,15536128
84.035,3519856640,15536128,13547520,271470592,269520896,3518808064,271470592,15536128
84.554,3592327168,15536128,13548544,271466496,269530112,3587674112,271466496,15536128
85.068,3571273728,15536128,13548544,271466496,269530112,3572969472,271466496,15536128
85.581,3585413120,15536128,13548544,271552512,269538304,3585417216,271552512,15536128
86.091,3591012352,15536128,13521920,271261696,269296640,3590750208,271261696,15536128
86.600,3375775744,15536128,13538304,271347712,269310976,3375775744,271347712,15536128
87.106,3388661760,15536128,13538304,271347712,269310976,3388661760,271347712,15536128
87.614,3388858368,15536128,13538304,271286272,269310976,3388858368,271286272,15536128
88.126,3482042368,15536128,13538304,271286272,269310976,3482042368,271286272,15536128
88.636,3375706112,15536128,13538304,271269888,269310976,3375706112,271269888,15536128
89.142,3375697920,15536128,13538304,271269888,269310976,3375697920,271269888,15536128
89.648,3375816704,15536128,13538304,271368192,269310976,3375816704,271368192,15536128
90.193,3376283648,15536128,13538304,271368192,269315072,3376283648,271368192,15536128
90.699,3336531968,15536128,13585408,271314944,269357056,3336531968,271314944,15536128
91.205,3336409088,15536128,13585408,271314944,269357056,3336409088,271314944,15536128
91.711,3349422080,15536128,13585408,271302656,269365248,3349422080,271302656,15536128
92.218,3349544960,15536128,13585408,271302656,269463552,3349544960,271302656,15536128
92.724,3336126464,15536128,13585408,271421440,269471744,3336126464,271421440,15536128
93.231,3336310784,15536128,13585408,271421440,269463552,3336310784,271421440,15536128
93.737,3335991296,15536128,13585408,271339520,269463552,3335991296,271339520,15536128
94.243,3336069120,15536128,13585408,271339520,269463552,3336069120,271339520,15536128
94.750,3337576448,15536128,13585408,271392768,269467648,3337576448,271392768,15536128
95.256,3337146368,15536128,13585408,271523840,269467648,3337146368,271523840,15536128
95.762,3338555392,15536128,13585408,271495168,269467648,3338555392,271495168,15536128
96.268,3348189184,15536128,13585408,271495168,269467648,3348189184,271495168,15536128
96.775,3336675328,15536128,13585408,271581184,269500416,3336675328,271581184,15536128
97.281,3336663040,15536128,13585408,271581184,269496320,3336663040,271581184,15536128
97.789,3347546112,15536128,13585408,271413248,269496320,3348033536,271413248,15536128
98.296,3345788928,15536128,13585408,271544320,269496320,3345788928,271544320,15536128
98.802,3345457152,15536128,13585408,271486976,269504512,3345457152,271486976,15536128
99.308,3345313792,15536128,13585408,271486976,269504512,3345313792,271486976,15536128
99.817,3345612800,15536128,13585408,271470592,269537280,3345612800,271470592,15536128
100.324,3345580032,15536128,13585408,271470592,269529088,3345580032,271470592,15536128
100.831,3345350656,15536128,13585408,271437824,269537280,3345350656,271437824,15536128
101.337,3345522688,15536128,13585408,271437824,269529088,3345522688,271437824,15536128
101.843,3345723392,15536128,13585408,271564800,269537280,3345723392,271564800,15536128
102.350,3338235904,15536128,13585408,271564800,269438976,3338244096,271564800,15536128
102.857,3337936896,15536128,13585408,271392768,269447168,3337940992,271392768,15536128
103.363,3337928704,15536128,13585408,271392768,269438976,3337928704,271392768,15536128
103.869,3336278016,15536128,13585408,271319040,269447168,3336278016,271319040,15536128
104.376,3336704000,15536128,13585408,271319040,269438976,3336704000,271319040,15536128
104.882,3336720384,15536128,13585408,271290368,269447168,3336720384,271290368,15536128
105.388,3349786624,15536128,13585408,271290368,269438976,3349786624,271290368,15536128
105.894,3349602304,15536128,13585408,271372288,269447168,3349602304,271372288,15536128
106.401,3349716992,15536128,13585408,271503360,269438976,3349774336,271503360,15536128
106.907,3349671936,15536128,13585408,271462400,269447168,3349671936,271462400,15536128
107.413,3349655552,15536128,13585408,271462400,269438976,3349655552,271462400,15536128
107.919,3336642560,15536128,13585408,271327232,269447168,3336704000,271327232,15536128
108.427,3336970240,15536128,13585408,271327232,269836288,3336736768,271327232,15536128
108.934,3338227712,15536128,13585408,271290368,269455360,3338227712,271290368,15536128
109.440,3346931712,15536128,13585408,271945728,270188544,3346931712,271945728,15536128
109.946,3346427904,15536128,13585408,271679488,269778944,3346427904,271679488,15536128
110.453,3346296832,15536128,13585408,272072704,269787136,3346681856,272072704,15536128
110.959,3343212544,15536128,13585408,271802368,269799424,3343212544,271802368,15536128
111.465,3343556608,15536128,13585408,271781888,269803520,3343556608,271781888,15536128
111.972,3343314944,15536128,13585408,271781888,269811712,3343314944,271781888,15536128
112.479,3343101952,15536128,13585408,271749120,269819904,3343101952,271749120,15536128
112.988,3343302656,15536128,13585408,271749120,269815808,3343302656,271749120,15536128
113.494,3343134720,15536128,13585408,271859712,269819904,3343134720,271859712,15536128
114.002,3343249408,15536128,13585408,271859712,269815808,3343249408,271859712,15536128
114.508,3343110144,15536128,13585408,271818752,269819904,3343110144,271818752,15536128
115.015,3343044608,15536128,13585408,271818752,269824000,3343044608,271818752,15536128
115.521,3343142912,15536128,13585408,271765504,269828096,3343142912,271765504,15536128
116.027,3343081472,15536128,13585408,271765504,269824000,3343081472,271765504,15536128
116.533,3343183872,15536128,13585408,271855616,269828096,3343183872,271855616,15536128
117.040,3343323136,15536128,13585408,271855616,269840384,3343323136,271855616,15536128
117.546,3343159296,15536128,13585408,271810560,269844480,3343163392,271810560,15536128
118.053,3343347712,15536128,13585408,271810560,269844480,3343347712,271810560,15536128
118.560,3343228928,15536128,13585408,271757312,269844480,3343228928,271757312,15536128
119.066,3343142912,15536128,13585408,271757312,269852672,3343142912,271757312,15536128
119.573,3342647296,15536128,13585408,271560704,269524992,3342647296,271560704,15536128
120.079,3342856192,15536128,13585408,271560704,269524992,3342856192,271560704,15536128
120.585,3339747328,15536128,13585408,271560704,269524992,3339747328,271560704,15536128
121.093,3339685888,15536128,13585408,271560704,269524992,3339685888,271560704,15536128
121.600,3339481088,15536128,13585408,271384576,269524992,3339481088,271384576,15536128
122.106,3339390976,15536128,13585408,271384576,269524992,3339390976,271384576,15536128
122.620,3339517952,15536128,13585408,271470592,269524992,3339517952,271470592,15536128
123.128,3339894784,15536128,13585408,271470592,269524992,3339694080,271470592,15536128
123.635,3339710464,15536128,13585408,271560704,269529088,3339710464,271560704,15536128
124.143,3339898880,15536128,13585408,271560704,269529088,3339898880,271560704,15536128
124.649,3339980800,15536128,13585408,271507456,269529088,3339980800,271507456,15536128
125.155,3339927552,15536128,13585408,271507456,269529088,3339927552,271507456,15536128
125.661,3339984896,15536128,13585408,271458304,269529088,3339984896,271458304,15536128
126.167,3339931648,15536128,13585408,271458304,269529088,3339931648,271458304,15536128
126.673,3339816960,15536128,13585408,271523840,269529088,3339816960,271523840,15536128
127.180,3340148736,15536128,13585408,271523840,269529088,3339886592,271523840,15536128
127.686,3339948032,15536128,13585408,271470592,269529088,3339948032,271470592,15536128
128.193,3339862016,15536128,13585408,271470592,269533184,3339862016,271470592,15536128
128.699,3339997184,15536128,13585408,271454208,269533184,3339997184,271454208,15536128
129.205,3339882496,15536128,13585408,271454208,269533184,3339882496,271454208,15536128
129.711,3339956224,15536128,13585408,271572992,269533184,3339956224,271572992,15536128
130.218,3339886592,15536128,13585408,271572992,269533184,3339886592,271572992,15536128
130.725,3339755520,15536128,13585408,271532032,269537280,3339755520,271532032,15536128
131.232,3339919360,15536128,13585408,271532032,269557760,3339919360,271532032,15536128
131.738,3339972608,15536128,13585408,271486976,269557760,3339972608,271486976,15536128
132.244,3339993088,15536128,13585408,271486976,269565952,3339993088,271486976,15536128
132.751,3340095488,15536128,13585408,271568896,269574144,3340095488,271568896,15536128
133.257,3339911168,15536128,13585408,271568896,269570048,3339911168,271568896,15536128
133.763,3339997184,15536128,13585408,271503360,269570048,3339997184,271503360,15536128
134.269,3339919360,15536128,13585408,271503360,269570048,3339919360,271503360,15536128
134.775,3340025856,15536128,13585408,271597568,269570048,3340025856,271597568,15536128
135.281,3340050432,15536128,13585408,271597568,269570048,3340050432,271597568,15536128
135.787,3340075008,15536128,13585408,271556608,269574144,3340075008,271556608,15536128
136.294,3340140544,15536128,13585408,271556608,269574144,3339878400,271556608,15536128
136.800,3340193792,15536128,13585408,271499264,269602816,3340193792,271499264,15536128
137.306,3339988992,15536128,13585408,271499264,269598720,3339988992,271499264,15536128
137.813,3340087296,15536128,13585408,271589376,269602816,3340087296,271589376,15536128
138.319,3340214272,15536128,13585408,271589376,269602816,3340214272,271589376,15536128
138.826,3340296192,15536128,13585408,271564800,269611008,3340296192,271564800,15536128
139.337,3340169216,15536128,13585408,271564800,269611008,3340169216,271564800,15536128
139.843,3340259328,15536128,13585408,271564800,269611008,3340259328,271564800,15536128
140.350,3340197888,15536128,13585408,271564800,269611008,3340197888,271564800,15536128
140.856,3340046336,15536128,13585408,271536128,269611008,3340046336,271536128,15536128
141.362,3340017664,15536128,13585408,271536128,269611008,3340017664,271536128,15536128
141.868,3339890688,15536128,13585408,271515648,269611008,3339890688,271515648,15536128
142.376,3340025856,15536128,13585408,271515648,269611008,3340029952,271515648,15536128
142.882,3339902976,15536128,13585408,271507456,269611008,3339902976,271507456,15536128
143.388,3339939840,15536128,13585408,271507456,269611008,3339939840,271507456,15536128
143.894,3339763712,15536128,13585408,271618048,269611008,3339763712,271618048,15536128
144.400,3339694080,15536128,13585408,271618048,269627392,3339694080,271618048,15536128
144.906,3339776000,15536128,13585408,271618048,269611008,3339776000,271618048,15536128
145.415,3339730944,15536128,13585408,271618048,269611008,3339730944,271618048,15536128
145.922,3339862016,15536128,13585408,271593472,269611008,3339862016,271593472,15536128
146.428,3340017664,15536128,13585408,271593472,269611008,3340017664,271593472,15536128
146.934,3339866112,15536128,13585408,271589376,269611008,3339866112,271589376,15536128
147.440,3339796480,15536128,13585408,271589376,269611008,3339796480,271589376,15536128
147.946,3339931648,15536128,13585408,271560704,269611008,3339939840,271560704,15536128
148.452,3340083200,15536128,13585408,271560704,269611008,3340083200,271560704,15536128
148.958,3339927552,15536128,13585408,271667200,269619200,3339927552,271667200,15536128
149.464,3339866112,15536128,13585408,271667200,269619200,3339866112,271667200,15536128
149.970,3339952128,15536128,13585408,271642624,269619200,3339952128,271642624,15536128
150.476,3339853824,15536128,13585408,271642624,269619200,3339853824,271642624,15536128
150.983,3339968512,15536128,13585408,271462400,269623296,3339968512,271462400,15536128
151.489,3339833344,15536128,13585408,271593472,269627392,3339833344,271593472,15536128
151.995,3339919360,15536128,13585408,271556608,269635584,3339927552,271556608,15536128
152.501,3340070912,15536128,13585408,271556608,269635584,3340070912,271556608,15536128
153.007,3339943936,15536128,13585408,271634432,269639680,3339943936,271634432,15536128
153.513,3340025856,15536128,13585408,271634432,269639680,3340025856,271634432,15536128
154.019,3283165184,15536128,13585408,271597568,269639680,3283165184,271597568,15536128
154.528,3285364736,15536128,13585408,271597568,269643776,3284652032,271597568,15536128
155.037,3279081472,15536128,13585408,271683584,269651968,3279081472,271683584,15536128
155.543,3280035840,15536128,13585408,271683584,269651968,3280035840,271683584,15536128
156.050,3280384000,15536128,13585408,271638528,269651968,3280384000,271638528,15536128
156.556,3280527360,15536128,13585408,271638528,269717504,3280265216,271638528,15536128
157.062,3280363520,15536128,13585408,271585280,269668352,3280363520,271585280,15536128
157.568,3283185664,15536128,13585408,271847424,270082048,3283185664,271847424,15536128
158.075,3284238336,15536128,13585408,271646720,269668352,3284238336,271646720,15536128
158.581,3284447232,15536128,13585408,271593472,269672448,3284447232,271593472,15536128
159.087,3284586496,15536128,13585408,271593472,269668352,3284586496,271593472,15536128
159.593,3285372928,15536128,13585408,271540224,269672448,3285372928,271540224,15536128
160.099,3297148928,15536128,13585408,271540224,269668352,3297148928,271540224,15536128
160.605,3297370112,15536128,13585408,271609856,269672448,3297370112,271609856,15536128
161.112,3297349632,15536128,13585408,271609856,269668352,3297349632,271609856,15536128
161.618,3287527424,15536128,13585408,271679488,269672448,3287535616,271679488,15536128
162.124,3287506944,15536128,13585408,271679488,269905920,3287506944,271679488,15536128
162.630,3287752704,15536128,13585408,271888384,269914112,3287752704,271888384,15536128
163.137,3287740416,15536128,13585408,271888384,269910016,3287740416,271888384,15536128
163.643,3288535040,15536128,13585408,271990784,269914112,3288535040,271990784,15536128
164.149,3288518656,15536128,13585408,271990784,269910016,3288518656,271990784,15536128
164.655,3289640960,15536128,13585408,271818752,269914112,3289640960,271818752,15536128
165.161,3289628672,15536128,13585408,271949824,269910016,3289628672,271949824,15536128
165.668,3291172864,15536128,13585408,271921152,269922304,3291172864,271921152,15536128
166.174,3291099136,15536128,13585408,271921152,269910016,3291099136,271921152,15536128
166.680,3290828800,15536128,13585408,272007168,269910016,3290836992,272007168,15536128
167.187,3290820608,15536128,13585408,272007168,269910016,3290820608,272007168,15536128
167.693,3291918336,15536128,13585408,271998976,269910016,3291918336,271998976,15536128
168.199,3292172288,15536128,13585408,271998976,269914112,3292172288,271998976,15536128
168.705,3293278208,15536128,13585408,271970304,269918208,3293278208,271970304,15536128
169.212,3293270016,15536128,13585408,271970304,269918208,3293270016,271970304,15536128
169.718,3295535104,15536128,13585408,271900672,269918208,3295535104,271900672,15536128
170.223,3295526912,15536128,13585408,271900672,269918208,3295526912,271900672,15536128
170.730,3296620544,15536128,13585408,271876096,269918208,3296620544,271876096,15536128
171.236,3296874496,15536128,13585408,271876096,269918208,3296874496,271876096,15536128
171.743,3296907264,15536128,13585408,271953920,269922304,3296907264,271953920,15536128
172.249,3296665600,15536128,13585408,271659008,269717504,3296665600,271659008,15536128
172.755,3296755712,15536128,13585408,271630336,269746176,3296755712,271630336,15536128
173.262,3296698368,15536128,13585408,271630336,269733888,3296698368,271630336,15536128
173.768,3296727040,15536128,13585408,271753216,269733888,3296727040,271753216,15536128
174.275,3297144832,15536128,13585408,272146432,270233600,3297144832,272146432,15536128
174.782,3297136640,15536128,13585408,272216064,270229504,3297202176,272216064,15536128
175.288,3297501184,15536128,13585408,272216064,270233600,3297501184,272216064,15536128
175.798,3297357824,15536128,13585408,272150528,270245888,3297357824,272150528,15536128
176.306,3297947648,15536128,13585408,272150528,270245888,3297947648,272150528,15536128
176.812,3297894400,15536128,13585408,272130048,270278656,3297894400,272130048,15536128
177.323,3297873920,15536128,13585408,272130048,270266368,3297873920,272130048,15536128
177.829,3298066432,15536128,13585408,272248832,270360576,3298066432,272248832,15536128
178.336,3310194688,15536128,13585408,272248832,270360576,3310501888,272248832,15536128
178.842,3309158400,15536128,13585408,272220160,270376960,3309158400,272220160,15536128
179.348,3309625344,15536128,13585408,272220160,270372864,3309625344,272220160,15536128
179.854,3309441024,15536128,13585408,272318464,270372864,3309441024,272318464,15536128
180.360,3309412352,15536128,13585408,272318464,270368768,3309412352,272318464,15536128
180.866,3309473792,15536128,13585408,272429056,270368768,3309473792,272429056,15536128
181.372,3309613056,15536128,13585408,272261120,270393344,3309613056,272261120,15536128
181.879,3309416448,15536128,13585408,272347136,270393344,3309416448,272347136,15536128
182.385,3309809664,15536128,13585408,272347136,270393344,3309924352,272347136,15536128
182.891,3299135488,15536128,13585408,272429056,270393344,3299135488,272429056,15536128
183.397,3299250176,15536128,13585408,272429056,270401536,3299250176,272429056,15536128
183.903,3299282944,15536128,13585408,272367616,270409728,3299282944,272367616,15536128
184.410,3299274752,15536128,13585408,272367616,270393344,3299274752,272367616,15536128
184.916,3299315712,15536128,13585408,272330752,270397440,3299315712,272330752,15536128
185.423,3299385344,15536128,13585408,272330752,270397440,3299553280,272330752,15536128
