t_rel,cgroup_bytes,kernel_rss,kernel_pss,claude_rss,claude_pss,health_observed,health_claude_rss,health_kernel_rss,health_service_rss,health_pending,health_admission
58.558,3392028672,16355328,14326784,284708864,282571776,301064192,284708864,16355328,301064192,1,allow
59.090,3392040960,16355328,14326784,284573696,282579968,300929024,284573696,16355328,300929024,1,allow
59.600,3391877120,16355328,14326784,284422144,282457088,300777472,284422144,16355328,300777472,1,allow
60.106,3392036864,16355328,14326784,284422144,282457088,300777472,284422144,16355328,300777472,1,allow
60.612,3391725568,16355328,14326784,284422144,282457088,300777472,284422144,16355328,300777472,1,allow
61.118,3392352256,16355328,14330880,284733440,282784768,301088768,284733440,16355328,301088768,1,allow
61.624,3392229376,16355328,14330880,284733440,282719232,301088768,284733440,16355328,301088768,1,allow
62.130,3392184320,16355328,14330880,284864512,282752000,301219840,284864512,16355328,301219840,1,allow
62.638,3392172032,16355328,14330880,284860416,282764288,301215744,284860416,16355328,301215744,1,allow
63.148,3392323584,16355328,14330880,284860416,282764288,301215744,284860416,16355328,301215744,1,allow
63.655,3392290816,16355328,14330880,284860416,282756096,301215744,284860416,16355328,301215744,1,allow
64.182,3392184320,16355328,14330880,284860416,282752000,301215744,284860416,16355328,301215744,1,allow
64.689,3392192512,16355328,14330880,284860416,282756096,301215744,284860416,16355328,301215744,1,allow
65.196,3392352256,16355328,14330880,284860416,282756096,301215744,284860416,16355328,301215744,1,allow
65.703,3392450560,16355328,14330880,284848128,282756096,301203456,284848128,16355328,301203456,1,allow
66.210,3392217088,16355328,14330880,284848128,282756096,301203456,284848128,16355328,301203456,1,allow
66.716,3392167936,16355328,14330880,284844032,282727424,301199360,284844032,16355328,301199360,1,allow
67.223,3392315392,16355328,14330880,284844032,282727424,301199360,284844032,16355328,301199360,1,allow
67.730,3392282624,16355328,14330880,284844032,282731520,301199360,284844032,16355328,301199360,1,allow
68.237,3392184320,16355328,14330880,284844032,282731520,301199360,284844032,16355328,301199360,1,allow
68.743,3392167936,16355328,14330880,284971008,282731520,301326336,284971008,16355328,301326336,1,allow
69.249,3392323584,16355328,14330880,284971008,282731520,301326336,284971008,16355328,301326336,1,allow
69.756,3392270336,16355328,14330880,284971008,282731520,301326336,284971008,16355328,301326336,1,allow
70.262,3392413696,16355328,14330880,284971008,282731520,301326336,284971008,16355328,301326336,1,allow
70.768,3392139264,16355328,14330880,284839936,282731520,301195264,284839936,16355328,301195264,1,allow
71.275,3391971328,16355328,14330880,284839936,282731520,301195264,284839936,16355328,301195264,1,allow
71.781,3392729088,16355328,14330880,285356032,283272192,301711360,285356032,16355328,301711360,1,allow
72.287,3392102400,16355328,14330880,284897280,282747904,301252608,284897280,16355328,301252608,1,allow
72.794,3392344064,16355328,14330880,284880896,282747904,301236224,284880896,16355328,301236224,1,allow
73.300,3393290240,16355328,14330880,285810688,283677696,302166016,285810688,16355328,302166016,1,allow
73.806,3393282048,16355328,14330880,285806592,283689984,302161920,285806592,16355328,302161920,1,allow
74.312,3393179648,16355328,14330880,285900800,283706368,302424064,286068736,16355328,302424064,1,allow
74.819,3393126400,16355328,14330880,285900800,283698176,302256128,285900800,16355328,302256128,1,allow
75.325,3392995328,16355328,14330880,285884416,283710464,302239744,285884416,16355328,302239744,1,allow
75.831,3392970752,16355328,14330880,285753344,283702272,302108672,285753344,16355328,302108672,1,allow
76.337,3393122304,16355328,14330880,285753344,283714560,302108672,285753344,16355328,302108672,1,allow
76.843,3393327104,16355328,14330880,285753344,283702272,302108672,285753344,16355328,302108672,1,allow
77.349,3393249280,16355328,14330880,285884416,283714560,302239744,285884416,16355328,302239744,1,allow
77.855,3393191936,16355328,14330880,285884416,283706368,302239744,285884416,16355328,302239744,1,allow
78.362,3393331200,16355328,14330880,285880320,283714560,302235648,285880320,16355328,302235648,1,allow
78.868,3393306624,16355328,14330880,285880320,283706368,302235648,285880320,16355328,302235648,1,allow
79.375,3393466368,16355328,14330880,286142464,283984896,302497792,286142464,16355328,302497792,1,allow
79.881,3393150976,16355328,14330880,285851648,283718656,302206976,285851648,16355328,302206976,1,allow
80.387,3393568768,16355328,14330880,286113792,284009472,302469120,286113792,16355328,302469120,1,allow
80.893,3393269760,16355328,14330880,285843456,283726848,302198784,285843456,16355328,302198784,1,allow
81.400,3393671168,16355328,14330880,286105600,284009472,302460928,286105600,16355328,302460928,1,allow
81.906,3393265664,16355328,14330880,285839360,283722752,302194688,285839360,16355328,302194688,1,allow
82.412,3393392640,16355328,14330880,286101504,283984896,302456832,286101504,16355328,302456832,1,allow
82.917,3393118208,16355328,14330880,285962240,283722752,302317568,285962240,16355328,302317568,1,allow
83.425,3393249280,16355328,14330880,286224384,283743232,302579712,286224384,16355328,302579712,1,allow
83.932,3393220608,16355328,14330880,286093312,283726848,302448640,286093312,16355328,302448640,1,allow
84.438,3393388544,16355328,14330880,285933568,283735040,302288896,285933568,16355328,302288896,1,allow
84.945,3393294336,16355328,14330880,285933568,283726848,302288896,285933568,16355328,302288896,1,allow
85.451,3393204224,16355328,14330880,285908992,283735040,302264320,285908992,16355328,302264320,1,allow
85.957,3393392640,16355328,14330880,285908992,283726848,302264320,285908992,16355328,302264320,1,allow
86.464,3393298432,16355328,14330880,285908992,283735040,302264320,285908992,16355328,302264320,1,allow
86.970,3393224704,16355328,14330880,285908992,283726848,302264320,285908992,16355328,302264320,1,allow
87.476,3393384448,16355328,14330880,285892608,283735040,302247936,285892608,16355328,302247936,1,allow
87.983,3393310720,16355328,14330880,285892608,283730944,302247936,285892608,16355328,302247936,1,allow
88.489,3393232896,16355328,14330880,285892608,283743232,302247936,285892608,16355328,302247936,1,allow
88.995,3393187840,16355328,14330880,285892608,283735040,302247936,285892608,16355328,302247936,1,allow
89.501,3393343488,16355328,14330880,285888512,283743232,302243840,285888512,16355328,302243840,1,allow
90.009,3393261568,16355328,14330880,285888512,283743232,302243840,285888512,16355328,302243840,1,allow
90.515,3393187840,16355328,14330880,285888512,283763712,302243840,285888512,16355328,302243840,1,allow
91.021,3393376256,16355328,14330880,285888512,283751424,302243840,285888512,16355328,302243840,1,allow
91.527,3393282048,16355328,14330880,285868032,283763712,302223360,285868032,16355328,302223360,1,allow
92.034,3393224704,16355328,14330880,285868032,283759616,302223360,285868032,16355328,302223360,1,allow
92.540,3393363968,16355328,14330880,285999104,283759616,302354432,285999104,16355328,302354432,1,allow
93.046,3393269760,16355328,14330880,285999104,283755520,302354432,285999104,16355328,302354432,1,allow
93.552,3393167360,16355328,14330880,285868032,283759616,302223360,285868032,16355328,302223360,1,allow
94.059,3393130496,16355328,14330880,285868032,283755520,302223360,285868032,16355328,302223360,1,allow
94.566,3393273856,16355328,14330880,285868032,283771904,302223360,285868032,16355328,302223360,1,allow
95.073,3393220608,16355328,14330880,285868032,283759616,302223360,285868032,16355328,302223360,1,allow
95.579,3393114112,16355328,14330880,285978624,283776000,302333952,285978624,16355328,302333952,1,allow
96.085,3393077248,16355328,14330880,285978624,283771904,302333952,285978624,16355328,302333952,1,allow
96.591,3393236992,16355328,14330880,286101504,283780096,302456832,286101504,16355328,302456832,1,allow
97.097,3393437696,16355328,14330880,286101504,283776000,302456832,286101504,16355328,302456832,1,allow
97.604,3393347584,16355328,14330880,285966336,283780096,302321664,285966336,16355328,302321664,1,allow
98.110,3393314816,16355328,14330880,285966336,283776000,302321664,285966336,16355328,302321664,1,allow
98.616,3393204224,16355328,14330880,285904896,283767808,302260224,285904896,16355328,302260224,1,allow
99.122,3393183744,16355328,14330880,285904896,283776000,302260224,285904896,16355328,302260224,1,allow
99.628,3393294336,16355328,14330880,285847552,283767808,302202880,285847552,16355328,302202880,1,allow
100.135,3393269760,16355328,14330880,285847552,283767808,302202880,285847552,16355328,302202880,1,allow
100.641,3393155072,16355328,14330880,285847552,283771904,302202880,285847552,16355328,302202880,1,allow
101.147,3393130496,16355328,14330880,285847552,283771904,302202880,285847552,16355328,302202880,1,allow
101.653,3393253376,16355328,14330880,285978624,283771904,302333952,285978624,16355328,302333952,1,allow
102.159,3393228800,16355328,14330880,285978624,283776000,302333952,285978624,16355328,302333952,1,allow
102.665,3393122304,16355328,14330880,285974528,283780096,302329856,285974528,16355328,302329856,1,allow
103.172,3393093632,16355328,14330880,285843456,283780096,302198784,285843456,16355328,302198784,1,allow
103.678,3392974848,16355328,14330880,285843456,283780096,302198784,285843456,16355328,302198784,1,allow
104.185,3393462272,16355328,14330880,285843456,283780096,302198784,285843456,16355328,302198784,1,allow
104.692,3393331200,16355328,14330880,285974528,283780096,302329856,285974528,16355328,302329856,1,allow
105.198,3393306624,16355328,14330880,285974528,283780096,302329856,285974528,16355328,302329856,1,allow
105.713,3393196032,16355328,14330880,285958144,283780096,302313472,285958144,16355328,302313472,1,allow
106.219,3393171456,16355328,14330880,285958144,283784192,302313472,285958144,16355328,302313472,1,allow
106.725,3393318912,16355328,14330880,286089216,283792384,302444544,286089216,16355328,302444544,1,allow
107.231,3393294336,16355328,14330880,286089216,283792384,302444544,286089216,16355328,302444544,1,allow
107.738,3393171456,16355328,14330880,285958144,283784192,302313472,285958144,16355328,302313472,1,allow
108.244,3393146880,16355328,14330880,285958144,283792384,302313472,285958144,16355328,302313472,1,allow
108.750,3393290240,16355328,14330880,285958144,283792384,302313472,285958144,16355328,302313472,1,allow
109.257,3393515520,16355328,14330880,285958144,283796480,302313472,285958144,16355328,302313472,1,allow
109.763,3393376256,16355328,14330880,285929472,283812864,302284800,285929472,16355328,302284800,1,allow
110.270,3393351680,16355328,14330880,285929472,283821056,302284800,285929472,16355328,302284800,1,allow
110.782,3393204224,16355328,14330880,286044160,283833344,302399488,286044160,16355328,302399488,1,allow
111.288,3393175552,16355328,14330880,286044160,283837440,302399488,286044160,16355328,302399488,1,allow
111.795,3393327104,16355328,14330880,286175232,283841536,302530560,286175232,16355328,302530560,1,allow
112.301,3393265664,16355328,14330880,286040064,283845632,302395392,286040064,16355328,302395392,1,allow
112.807,3393155072,16355328,14330880,286035968,283915264,302391296,286035968,16355328,302391296,1,allow
113.313,3393130496,16355328,14330880,286035968,283915264,302391296,286035968,16355328,302391296,1,allow
113.821,3393273856,16355328,14330880,286031872,283915264,302387200,286031872,16355328,302387200,1,allow
114.327,3393503232,16355328,14330880,286031872,283919360,302387200,286031872,16355328,302387200,1,allow
114.833,3393359872,16355328,14330880,286031872,283923456,302387200,286031872,16355328,302387200,1,allow
115.340,3393331200,16355328,14330880,286031872,283923456,302387200,286031872,16355328,302387200,1,allow
115.846,3393474560,16355328,14330880,286031872,283923456,302387200,286031872,16355328,302387200,1,allow
116.353,3393433600,16355328,14330880,286031872,283923456,302387200,286031872,16355328,302387200,1,allow
116.859,3393576960,16355328,14330880,285896704,283931648,302252032,285896704,16355328,302252032,1,allow
